institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/paramedic/,Paramedic,Ontario College Diploma,Barrydowne,4 semesters,"Cambrian’s experienced faculty will train you to safely and efficiently handle the rigors of this fast-paced and often very intense profession that is also extremely rewarding. Courses focus on basic and advanced patient care, with supporting subjects in high acuity pathologies, biological sciences, humanities, and EMS services. Clinical practice, planned concurrently with classes, emphasizes emergency care procedures. You will learn how to prevent or reduce complications in the care of the sick and injured during the pre-hospital and transport phase of patient care. In addition to providing emergency medical care, you will be trained to identify and correct potential health and safety hazards. This program is based on the Ministry of Health Paramedic Syllabus and the National Occupational Competencies for Paramedicine. You will have a rotation of clinical placement in area hospitals and in-town and out-of-town ambulance services. You must be prepared to cover the cost incurred in clinical and preceptorship. You may be required to be educationally certified by a provincial Medical Direction prior to preceptorship based upon service requirements. You will be required to cover this cost. Upon completion of this program, you must be successful in a theoretical examination set by the Ministry of Health, Emergency Health Services Branch, Ontario in order to be certified as a Paramedic and thus, to be eligible to work in an ambulance service in Ontario. The cost for the examination process is the responsibility of the graduate. The paramedic program’s accreditation status is honoured by Accreditation Canada Please note that possession of the requirements does not guarantee admission. If the number of qualified applicants exceeds the number of places available in the program, the College reserves the right to select from among those applicants. All students applying by February 1 will be given equal consideration. Preference will be given to Ontario residents. Please see the Limited Enrolment F.A.Q.'s on our website under ""How to Apply"" for further details. How to Apply Health Sciences, Nursing, and Emergency Services For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Please note: A minimum of 60% is required in each prerequisite course. Note: Upon completion of this program, graduates must be successful in a theoretical examination set by the Ministry of Health, Emergency Health Services Branch, Ontario in order to be certified as a Paramedic and thus, to be eligible to work in an ambulance service in Ontario. The cost for the examination process is the responsibility of the graduate. This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1,900. This is the best information available at the time of publishing to the website and is subject to change. Certified Paramedics may find appropriate employment in an ambulance service in Ontario, other provinces in Canada, or internationally. Graduates from Cambrian (who have successfully completed provincial certification) may also choose to apply directly into Cambrian's Advanced Care Paramedic Program.  Please refer to APPD for requirements. Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/personal-support-worker/,Personal Support Worker,Ontario College Certificate,Barrydowne,2 semesters,"An aging population, shorter hospital stays, and increased costs for long-term care are creating an increased demand for personal support workers (PSWs). Cambrian will prepare you to work as a PSW in just eight months through three clinical practicums and hands-on training in the College's state-of-the-art simulation lab and nursing lab. You will become prepared to assist clients with activities of daily living and contribute to the quality of life of individuals who live in a facility or community setting by promoting their independence, dignity, social, emotional and physical well-being, mobility, personal appearance, comfort, and safety. As a graduate, you may be able to bridge into Cambrian's Practical Nursing program to further enhance your career options. You must complete 96 hours of supervised placement in an approved long-term care facility, 96 hours in a hospital, and 60 hours of precepted placement in a community home care agency. How to Apply Health Sciences, Nursing, and Emergency Services For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Recommended: At registration students must provide: Registered students must: This program may also be offered through the Espanola or Little Current campus locations in the future. For further information, please contact Kerridwen Harvey at (705) 368-3194 or (705) 869-4113. This program will be delivered in the following terms This program will be delivered in the following terms For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1,600. This is the best information available at the time of publishing to the website and is subject to change. Graduates are prepared for employment opportunities in: Effective 2015, graduates of the Cambrian PSW program who maintain a 3.00 GPA may be eligible to bridge directly to the second semester of the Practical Nursing program provided there is capacity. To qualify for this opportunity, students will take a minimum number of pathway requirements to ensure all admission and first semester Practical Nursing learning outcomes are met. For more information, please contact the program coordinator.",Supervised Practicum I AND Precepted Community Practicum AND Supervised Practicum II
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/physical-fitness-management/,Physical Fitness Management,Important Notice,,,"Please note that our Physical Fitness Management (FLBU) program will not be running this Academic Year. For students interested in pursuing post-secondary education in this field, please visit https://catalog.cambriancollege.ca/fpro/ for information regarding our new and exciting Fitness and Health Promotion (FPRO) program. How to Apply Health Sciences, Nursing, and Emergency Services",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/practical-nursing/,Practical Nursing,Ontario College Diploma,Barrydowne,4 semesters,"If providing care and helping to improve the lives of others is your passion, consider a career as a registered practical nurse (RPN). Cambrian's program, which is approved by the College of Nurses of Ontario (CNO), offers you hands-on experience, smaller class sizes, and unique placement opportunities. You'll practice clinical skills in our high-tech nursing labs and advance your skills by working alongside healthcare professionals in the community. Cambrian's program is currently approved (Category 1) by the College of Nurses of Ontario. Current graduates from this program are eligible to apply for registration as a Registered Practical Nurse in Ontario.  How to Apply Health Sciences, Nursing, and Emergency Services For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Please note: A minimum combined overall average of 70% is required in the prerequisite courses listed above. Recommended: Note: Cambrian College's Pre-Health Sciences Pathway to Advanced Diplomas and Degrees (PHPG) program is the designated preferred preparatory program for admission to Cambrian College's limited enrolment Health Sciences programs. Limited enrolment programs are identified within the detailed program descriptions. The minimum GPA and grades required for successful admission will be determined by the quality and quantity of the applicant pool. Note: Criminal record check, influenza immunization, TB skin test, WHMIS and Basic Cardiac Life Support certificates MUST be renewed on an annual basis - there is a fee required for these renewals. Proof of previous varicella infection (chickenpox) must be supplied if not immunized for this disease. This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $2,000. This is the best information available at the time of publishing to the website and is subject to change. Graduates are prepared for employment opportunities in: Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/pre-health-sciences/,Pre-Health Sciences Pathway to Advanced Diplomas and Degrees,Ontario College Certificate,Barrydowne,2 semesters,"Missing an admission requirement or need to improve your grades for pre-requisite courses to gain admission into a limited enrolment Health Sciences or Nursing program? This program provides you with the opportunity to acquire and/or enhance your knowledge and skills in English, math, and science, and you will also choose electives to ensure you have all pre-requisites required to apply to your program of choice. Note: The Pre-Health Sciences Pathway to Advanced Diplomas and Degrees program is the preferred designated preparatory program for admission to Cambrian College's limited enrolment Health Sciences programs. How to Apply General Studies For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Recommended: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering their chemistry labs (as identified in the table below).  Course with Lab Component Students looking for admission into USPG or MRTY upon completion of PHPG must take the PHY elective in both semesters. All other students can choose from the comprehensive General Education roster.  For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $675. This is the best information available at the time of publishing to the website and is subject to change. Graduates from this program will have obtained the necessary prerequisites to apply to all Health Sciences programs offered at Cambrian. To explore the health sciences programs offered at Cambrian please click here. Graduates may also receive credit towards select courses in various programs.  Graduates from this program who also continue their studies at Cambrian College in a Community Services program, may receive credit towards select courses. To explore the Community Service programs offered at Cambrian please click here.  Note: Graduates of Pre-Health will need to apply to a health science or community service program through OCAS at www.ontariocolleges.ca  Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/pre-service-firefighter-education-and-training/,Pre-Service Firefighter Education and Training,Ontario College Certificate,Barrydowne,3 semesters,"Prepare for entry into a fire service career. Cambrian's partnerships with fire departments and the community offer you intensive practical experience and testing in both simulated and controlled live fire training scenarios. The curriculum is based on the requirements for the NFPA 1001 and NFPA 472 standards as identified by the National Fire Protection Association. Graduates of the Pre-Service Firefighter Education and Training program are eligible to write the OFM Provincial Firefighter test, and upon successful completion of this test can apply for standing under NFPA 1001 as Firefighter Level I and II from the Proboard. How to Apply Health Sciences, Nursing, and Emergency Services For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1,700. This is the best information available at the time of publishing to the website and is subject to change. Graduates may find entry-level opportunities to launch their career with a fire service. The curriculum is based on the requirements for the NFPA 1001 and NFPA 472 standards as identified by the National Fire Protection Association. Graduates of the Pre-Service Firefighter Education and Training program are eligible to write the OFM Provincial Firefighter test, and upon successful completion of this test can apply for standing under NFPA 1001 as Firefighter Level I and II from the Proboard. Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/carpentry-renovation-techniques/,Carpentry Renovation Techniques,Ontario College Certificate,Barrydowne,2 semesters,"In just 28 weeks, you will gain the skills necessary to enter the construction and renovation sector. You will develop practical construction skills through hands-on activities while also gaining a basic understanding of how to plan, estimate, manage, and deliver a typical renovation project. You will also learn to identify hazardous practices and adhere to safety standards on the job site, emphasizing personal safety and safe environmental practices at all times. 1 year – 2 semesters Courses cover many aspects of carpentry and renovation projects, including planning, estimating, building codes, framing, welding, and more Hands-on experience in the carpentry shop and through projects Safe working practices are emphasized throughout the entire program in all courses As of Fall 2020, Carpentry Renovation Techniques (CRTQ) will be changing it's program code to CRPG.  The information provided on the following pages are still relevant to the current program delivery and curriculum. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule posted on our website. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1,400. This is the best information available at the time of publishing to the website and is subject to change. As a graduate, you will find entry-level employment in the construction industry. Recent graduates have enjoyed success in residential construction and renovation, commercial construction, entrepreneurship, and membership in the carpenter's union. Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/heating-ventilation-air-conditioning-technician/,"Heating, Ventilation and Air Conditioning Technician",Ontario College Diploma,Barrydowne,4 semesters,"With Cambrian's Technical Standards and Safety Authority (TSSA) accredited program, you'll prepare to challenge TSSA exams for Natural Gas Technician and Oil Burner Technician certifications. Theory and practical lab training are combined to develop a solid understanding of heating systems (natural gas, propane, and fuel oil) as well as air conditioning, refrigeration principles, sheet metal fabrication, and heat loss/heat gain design considerations. You'll also be introduced to the skills required for the installation, service, and troubleshooting of residential and light commercial heating and cooling applications. 2 years – 4 semesters Program accredited by the Technical Standards and Safety Authority (TSSA) One of only 2 colleges in Ontario to offer Oil Burner Technician training Hands-on training in the College's state-of-the-art HVAC labs After first year, you will be certified to work at entry-level industry positions after successfully challenging the:  How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies. Course with Lab Component For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1,400. This is the best information available at the time of publishing to the website and is subject to change. Graduates who have met TSSA certification requirements may find employment as  natural gas, propane, and oil burner technicians.  They may also pursue OCOT (Ontario College of Trades) journeyperson apprenticeship within the refrigeration, air conditioning, plumbing, or sheet metal fabrication industries. Graduates are also prepared for employment opportunities as sales or maintenance personnel in commercial, institutional, and industrial areas. Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/heavy-equipment-technician/,Heavy Equipment Technician,Ontario College Diploma,Barrydowne,4 semesters,"After learning the basic fundamentals of trades practices, diesel engines, fuel systems, power trains, electrical systems, hydraulic systems, steering and brake systems in first year, you will be introduced to diesel engine construction and classification, power trains, traction controls and wheel final drives, electrical and electronics, and air conditioning. Courses will also include an emphasis on shop safety, basic hand and power tools, fasteners, measuring instruments, starting aid, and starting methods used in the trade. 2 years – 4 semesters Upon successful completion of our program, your diploma equates to three levels of theory required towards your apprenticeship Certificate of Qualification. Work on off-road heavy equipment such as loaders, bulldozers, trucks, and various components like engines, transmissions, brake systems, fuel systems, hydraulic systems found in our heavy equipment shop Develop the ability to work service and maintain the various electronic control systems and components found on heavy equipment Ontario Technological Skills Competition – Each year, select Cambrian Heavy Equipment students compete in this provincial competition against other college students and apprentices. Our program features an optional, paid co-op directly related to your program of study. During this work-integrated learning experience, you’ll apply your skills and knowledge in an actual work environment, giving you industry training that you can showcase to potential employers when you graduate. You will be required to complete work preparation sessions prior to the work term to help you develop an industry-specific resume and effective interviewing skills. Cambrian’s Career Centre will support you through this process and will also help you to source and apply for placement opportunities. International students: Study permits prohibit international students from participating in optional co-ops. However, if you are an international student and are interested in work-integrated learning opportunities, visit Cambrian’s Career Centre to discuss available options with a career advisor. Opportunities may include volunteer positions or part-time or full-time jobs during academic breaks and/or during the academic year. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies.  Course with Lab Component For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1500. This is the best information available at the time of publishing to the website and is subject to change. Graduates may find employment as apprentices in the forestry, mining, and construction industries as well as heavy equipment manufacturing or in truck shops. Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/industrial-mechanical-millwright-technician/,Industrial Mechanical Millwright Technician,Ontario College Diploma,Barrydowne,4 semesters,"Gain the skills and ability to diagnose, install, and maintain plant machinery in a safe and systematic manner, with a high degree of efficiency. In the College's millwright shop, you will gain hands-on experience working on industrial equipment as you learn to install, repair, and maintain complex industrial mechanical machinery in existing and new operations. In second year, you will build upon your electrical, mechanical, instrumentation, and computer-aided drafting skills while increasing your skills in troubleshooting and repairing industry equipment. 2 years – 4 semesters Unique material handling loop gives you experience installing, troubleshooting, repairing, and maintaining industrial equipment typically found in the mining, refining, forestry, and manufacturing sectors Millwright shop includes alignment, machining, precision measuring, and pump stations Ontario Technological Skills Competition – there are opportunities for select Cambrian Millwright students to compete in this provincial competition against other college students and apprentices. Our program features an optional, paid co-op directly related to your program of study. During this work-integrated learning experience, you’ll apply your skills and knowledge in an actual work environment, giving you industry training that you can showcase to potential employers when you graduate. You will be required to complete work preparation sessions prior to the work term to help you develop an industry-specific resume and effective interviewing skills. Cambrian’s Career Centre will support you through this process and will also help you to source and apply for placement opportunities. International students: Study permits prohibit international students from participating in optional co-ops. However, if you are an international student and are interested in work-integrated learning opportunities, visit Cambrian’s Career Centre to discuss available options with a career advisor. Opportunities may include volunteer positions or part-time or full-time jobs during academic breaks and/or during the academic year. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies.  Course with lab component For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $2000. This is the best information available at the time of publishing to the website and is subject to change. Graduates are prepared for employment opportunities in: Hydro/nuclear installations Mining operations Forestry operations Manufacturing industry Steel industry Printing industry Pharmaceutical industry Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/mechanical-technician-manufacturing-machining/,Mechanical Technician – Manufacturing / Machining,Ontario College Diploma,Barrydowne,4 semesters,"Prepare for a career in the machine trades in the manufacturing sector by learning to design and fabricate a variety of metal parts required to build and maintain industrial equipment and tools. You’ll gain knowledge in 3D design, manufacturing, jigs/fixtures for custom production, and computer-integrated manufacturing processes. You will also develop a high level of skill in the operation of CNC equipment and the related software used to manufacture components through hands-on training on modern, complex machining equipment. 2 years – 4 semesters Opportunities to participate in applied research projects with industry partners 60% of the program is hands-on training in a manufacturing lab on modern, industry-standard equipment Training on industrial 3D design and manufacturing software Ontario Technological Skills Competition – there are opportunities for select students to compete in this provincial competition against other college students and apprentices. Our program features an optional, paid co-op directly related to your program of study. During this work-integrated learning experience, you’ll apply your skills and knowledge in an actual work environment, giving you industry training that you can showcase to potential employers when you graduate. You will be required to complete work preparation sessions prior to the work term to help you develop an industry-specific resume and effective interviewing skills. Cambrian’s Career Centre will support you through this process and will also help you to source and apply for placement opportunities. International students: Study permits prohibit international students from participating in optional co-ops. However, if you are an international student and are interested in work-integrated learning opportunities, visit Cambrian’s Career Centre to discuss available options with a career advisor. Opportunities may include volunteer positions or part-time or full-time jobs during academic breaks and/or during the academic year. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: IMPORTANT NOTE: This program has no intakes scheduled for the 2020-21 Academic Year. For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies. Course with Lab component. For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1,800. This is the best information available at the time of publishing to the website and is subject to change. Graduates may find employment in the mining, aerospace, automotive, and appliance manufacturing sectors and beyond as: Machinists CNC programmers Tool and die makers Mold makers Machine operators CNC machinists Entry level CAD designers Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/motive-power-technician-truck-and-coach/,Motive Power Technician – Truck and Coach,Ontario College Diploma,Barrydowne,4 semesters,"After learning the basic fundamentals of diesel engines, power trains, electrical systems, hydraulic systems, and brake systems for heavy equipment in first year, you'll undertake training in second year that will enable you to meet the challenges of the truck and coach trade. In-class work is complemented by extensive shop training where you will be expected to develop a high standard of craftsmanship, problem-solving skills, and personal pride in the trade. 2 years – 4 semesters Work on scoop trams, trucks, coach buses, and other types of equipment in our heavy equipment shop Our program features an optional, paid co-op directly related to your program of study. During this work-integrated learning experience, you’ll apply your skills and knowledge in an actual work environment, giving you industry training that you can showcase to potential employers when you graduate. You will be required to complete work preparation sessions prior to the work term to help you develop an industry-specific resume and effective interviewing skills. Cambrian’s Career Centre will support you through this process and will also help you to source and apply for placement opportunities. International students: Study permits prohibit international students from participating in optional co-ops. However, if you are an international student and are interested in work-integrated learning opportunities, visit Cambrian’s Career Centre to discuss available options with a career advisor. Opportunities may include volunteer positions or part-time or full-time jobs during academic breaks and/or during the academic year. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Any grade 12 English (C) or (U) Any grade 11 mathematics (C), (U), or (M) This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies.  Course with Lab Component For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $1500. This is the best information available at the time of publishing to the website and is subject to change. Graduates may find employment as apprentices in the industry or may find employment in related truck and coach component overhaul and maintenance shops. Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/motive-power-technician-service-and-management/,Motive Power Technician – Service and Management – Automotive,Ontario College Diploma,Barrydowne,4 semesters,"After an introduction to basic work practices and training on the proper use of hand tools, pneumatic tools, and shop equipment, you will learn how to diagnose and perform quality repairs for the various sub-systems of vehicles, including: Courses will be a 50/50 split between hands-on and classroom training. Special focus will be placed on electrical systems and electronic components throughout the program while performing service and or diagnostic repairs according to manufactures procedures. Our program features an optional, paid co-op directly related to your program of study. During this work-integrated learning experience, you’ll apply your skills and knowledge in an actual work environment, giving you industry training that you can showcase to potential employers when you graduate. You will be required to complete work preparation sessions prior to the work term to help you develop an industry-specific resume and effective interviewing skills. Cambrian’s Career Centre will support you through this process and will also help you to source and apply for placement opportunities. International students: Study permits prohibit international students from participating in optional co-ops. However, if you are an international student and are interested in work-integrated learning opportunities, visit Cambrian’s Career Centre to discuss available options with a career advisor. Opportunities may include volunteer positions or part-time or full-time jobs during academic breaks and/or during the academic year. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Recommended: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies.  Course with Lab Component For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books, tool rental, PPE and supplies for Year 1 is approximately $1,500. We now have a tool rental program to help reduce costs. Students wishing to purchase their own tools should budget for approximately $3,000. This is the best information available at the time of publishing to the website and is subject to change. Graduates are prepared for employment opportunities as: General automotive service technicians Specialty technicians (e.g., electrical/driveability, transmission) Service advisors/consultants Automotive parts/retail salespersons Manufacturing/fabricating/custom work employees Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
Cambrian College of Applied Arts and Technology,Ontario,b77e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://cambriancollege.ca/programs/powerline-technician/,Powerline Technician,Ontario College Diploma,Barrydowne,4 semesters,"Cambrian Powerline program is the longest running program in the province. We offer an on-campus outdoor training field and industry-experienced faculty. As a Cambrian grad, you will have acquired the skills necessary to diagnose intricate electrical problems in a fast paced dynamic industry. Safety is paramount. Students will learn to consider safety first and become advocates in support of a safe work place. The Powerline technician program covers the following: Overhead and underground distribution Electrical power stations Transmission system  Communication networks  You may also have the option to begin an apprenticeship while earning your diploma. 2 years – 4 semesters Start in September or January Co-op Diploma Apprenticeship option Real-world, hands-on training year round in the College's outdoor Powerline field located on campus Program is completely tailored to Powerline students, including electrical courses Partnership with the Infrastructure Health and Safety Association allows you to take industry certificate courses prior to starting your co-op and to network with industry members Science North Festival of Lights – Each year, our students help set up more than 300 light displays at Science North in Sudbury for the community to enjoy. Students have the opportunity to register as Powerline Technician Apprentices with the Ministry of Training, Colleges and Universities (MTCU). Level 1 and 2 in-school (MAESD) training is offered by Infrastructure Health and Safety Association and is available to students who meet the criteria for coop placements. Students participating in the level one and two training must pay a portion of the cost (approximately $2,000). The placement is optional and is not required to graduate from Cambrian's regular post secondary Powerline Technician program. In order to qualify for the coop placement, students must meet strict academic standards and be successful at securing a coop. Students who participate in both paid coops gain real world experience and complete two out of the four levels required to challenge the ""red seal"" exam.  Please note that possession of the requirements does not guarantee admission. If the number of qualified applicants exceeds the number of places available in the program, the College reserves the right to select from among those applicants. All students applying by February 1 will be given equal consideration. Preference will be given to Ontario residents. Please see the Limited Enrolment F.A.Q.'s on our website under ""How to Apply"" for further details. How to Apply Skills and Trades Training For graduates of the new curriculum (OSS): Ontario Secondary School Diploma (30 credits) or equivalent or mature student status, including: Any grade 12 English (C) or (U) Any grade 12 mathematics (C) or (U) (MCT4C is highly recommended) Recommended: Students will write a math test at the start of the first semester and may be required to take an additional two-hour math tutorial. This program will be delivered in the following terms: This program will be delivered in the following terms: For specific term start/end dates and other key dates/deadlines, please see the Academic Schedule on our website. Students are required to successfully complete an online Lab Safety course (in Moodle) when starting their program at Cambrian.  This course must be completed prior to entering the labs (as identified in the table below) in the Schools of Skills Training, Engineering Technology and Environmental Studies.  Course with Lab Component For more information regarding General Education courses, click here. Please see our fees page for the breakdown of tuition and mandatory ancillary fees by program and semester for both domestic and international students. The cost of books and supplies for Year 1 is approximately $4,500. This is the best information available at the time of publishing to the website and is subject to change. A recent study by the Canadian Electrical Sector indicates that over the next nine years, one third of the employees in that sector will be retiring, creating a shortfall of between 1840 and 3542 employees. Graduates of this program may find employment with: Graduates from this program may continue their studies at college/university and may receive credit for their prior College education. Refer to College/University Agreements for further information.",
