institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//accounting-intermediate-ii,Accounting – Intermediate II,Certificate, Online,14 weeks,"This course is designed to give the student an understanding a solid foundation in financial reporting with a focus on current assets, property, plant, and equipment. Revenue and expense recognition, cash, receivables and inventory will also be covered.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $468.44 Senior Fee - $415.52 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist  Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Accounting Foundation – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//accounting-foundation,Accounting Foundation,, Online,,"This Accounting certificate program is ideal for individuals who wish to acquire a strong foundation in accounting. Note: Students have up to 7 years to complete all requirements.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent.   Access to Microsoft Excel required for some courses in this program.            Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist                                              Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.  Bookkeeping – College Certificate Business Accounting – Ontario College Diploma",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//accounting-principles-i,Accounting Principles I,Certificate, Online,14 weeks,"This course introduces the student to how accounting information is used by, and meets the needs of both internal and external users through effective and efficient communication as well as what accounting information is required by a business concern to reflect clearly the operating results of the enterprise over its operating life. Throughout the course, students will be introduced to generally accepted accounting principles, the interpretation and preparation of financial statements and how this information is recorded in the various business records. This course is an equivalent for CIB112 in the Bookkeeping certificate.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $394.30 Senior Fee - $351.78 Microsoft Word and Excel required. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Accounting Foundation – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//accounting-principles-ii,Accounting Principles II,Certificate, Online,14 weeks,"In this second of the two introductory accounting courses, students will expand their understanding of accounting principles and concepts while covering specific topics including: capital assets, corporations’ shareholders’ equity, and bonds payable. Preparation of the Statements of Retained Earnings and Cash flows will also be covered. Finally, the students will expand their understanding of the role of financial statement users by studying financial statement analysis. This course is an equivalent for CIB113 in the Bookkeeping certificate.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $394.30 Senior Fee - $351.78 Microsoft Word and Excel required. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Accounting Foundation – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/acting-for-stage-and-screen,Acting for Stage and Screen,Ontario College Advanced Diploma, Commerce Court Campus,3 years,"Learn the tools of the trade necessary to be successful in the worlds of theatre, film and television in this fast-paced program. You will train under professionals currently working in the industry and have the opportunity to act in Digital Cinematography student movies. This three-year program culminates with a graduate contemporary theatre company where graduates have the opportunity to perform in one or more live productions.  Your Future Career What You Learn OSSD or equivalent, ENG4C or ENG4U, Mandatory interview and audition  If English is not your first language you must provide proof of English competency. You must have a minimum overall band score of 5.5 on the Academic International English Language Testing System (IELTS), or equivalent accepted English language proficiency test to be admitted to a postsecondary program at the college. Notwithstanding the above, the English proficiency standards required to obtain Study Permits and Temporary Resident Visas from Canadian Embassies vary around the world. The higher English language proficiency standard will apply. The Student Direct Stream (SDS) is an expedited study permit processing program for those who are applying to study in Canada at a post-secondary designated learning institution (DLI). The language requirement is more stringent than listed above, as such an International English Language Testing System (IELTS) score of 6.0 or higher in each language skill: listening, reading, writing and speaking is required. For more information on the Student Direct Stream (SDS) program please see: https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/study-permits/direct-stream.html#toc02     Check out the Campus Bookstore to not only purchase your textbooks but also view your book list before the semester starts.   You will also need:  Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. View Program Vocational Learning Outcomes  View course outlines Business Management – 8 months to complete Human Resources Management – 8 months to complete Project Management – Information Technology – 8 months to complete Recreation and Leisure Services (Fast Track) – 8 months to complete Recreation Therapy (Fast Track) – 8 months to complete Strength and Sport Conditioning (Fast Track) – 8 months to complete  Explore Credit Transfer and Pathway Opportunities with Canadore ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//adult-educator,Adult Educator,, Online,,"As more and more people return to the academic world to upgrade their skills, there is an increasing demand for well-qualified adult educators. Join a growing number of teachers of adults who are improving their delivery skills through Internet courses. Be a student today and improve your delivery skills for tomorrow. This certificate is available entirely through distance education. Note: Students have up to 7 years to complete all requirements.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent.    Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Please note that the learning outcomes for courses and programs in the Continuing Education department vary based on the course provider. Please contact the Continuing Education department with any questions: ce@canadorecollege.ca.   
Autism and Behavioural Science - Ontario College Graduate Certificate

 Autism and Behavioural Science - Ontario College Graduate Certificate   ",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//adult-learning,Adult Learning,Certificate, Online,14 weeks,"Within the Adult Learning course students are provided practical insight on key adult learning theories. Students examine the characteristics of adult learners that affect learning, explore the emotional, cognitive, social and physical aspects of learning, study a variety of learning cycles, and identify their own preferred learning style. Finally, this course introduces strategies and models of facilitation to accommodate the variety of ways in which adults prefer to learn. Adult Learning is the foundation of the Teaching and Training Certificate Program and must be taken first.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Autism and Behavioural Science – Ontario College Graduate Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//adults-with-learning-disabilities,Adults with Learning Disabilities,Certificate, Online,14 weeks,"This course will help you gain insight into the abilities, needs and issues of adults with learning disabilities in an educational or training setting, and society as a whole. You will gain general knowledge and awareness of the various exceptionalities with a primary focus on understanding adults with learning disabilities. Strategies and skills are explored so that educators/trainers can provide appropriate modifications and accommodations to course content, delivery and evaluation, to ensure that all learners have an opportunity to be successful.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Autism and Behavioural Science – Ontario College Graduate Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//advanced-business-processes,Advanced Business Processes,Ontario College Graduate Certificate, Online,14 weeks,"This course presents advanced business process and it's interrelationship with organizational strategy and goals. Methods for analyzing business processes, including process mapping are reviewed as well as redesigning processes for efficiency. Once students have a firm understanding of this theory they will have the opportunity to select a business process and conduct the business process analysis. Following this analysis, students will recommend process improvements that lead to improved efficiency and/or effectiveness.  Applicants must be a graduate of a college or university diploma or degree program or possess equivalent work-related experience and training. Standard Fee - $374.08 Senior Fee - $334.39 Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Program Vocational Learning Outcomes Supply Chain Management – Logistics - Ontario College Graduate Certificate Human Resources Management - College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//advanced-spreadsheet-application,Advanced Spreadsheet Application,Certificate, Online,14 weeks,"This course is designed to teach advanced topics of MS Excel. Students will learn how to create and manipulate advanced spreadsheets and be able to manipulate data, work with templates and styles, connect to external data and links, review and protect workbooks, create custom formats and layouts and create advanced formulas. The course will also help to prepare students wishing to pursue the MOS certification exam Excel Expert 2016 Exam 77-728. It is recommended students complete COMP8166 or equivalent before taking this course.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $374.08 Senior Fee - $334.39 Microsoft Excel 2016 for Windows. You will not be able to complete the course with any other version of Excel. Excel 365 is not supported in this course, nor is any version of Excel running on a Mac. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved. Medical Transcription – College Certificate Professional Office Skills – College Certificate",
Canadore College of Applied Arts and Technology,Ontario,c27e4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.canadorecollege.ca/programs/part-time//air-brake-endorsement-12-hour-with-practical,Air Brake Endorsement: 12 Hour with Practical,Certificate, Online,14 weeks,"This Ministry of Transportation-approved course ensures that drivers attain the knowledge necessary to operate brake systems safely. Participants who successfully complete both the written and practical test will receive the documentation, to provide to the Ministry, to obtain the ""Z"" endorsement classification on their license. Students will be assigned ½ hour appointments, on the final day, to complete the practical test.  You may enroll in a Continuing Education course at Canadore College if you are 19 years of age or older or if you have earned an Ontario Secondary School Diploma/Ontario Secondary School Graduation Diploma or equivalent. Standard Fee - $345.00 Senior Fee - $303.75 Full Glass G or higher driver’s license. Most college level courses require textbooks; textbooks are not included in the course fees. It is the student’s responsibility to purchase any required textbooks. Textbooks are available at the Campus Shop for in class, Contact North, and iLearn/D2L courses. The Campus Shop does not carry most OntarioLearn textbooks. OntarioLearn textbooks can be purchased at www.textnet.ca. Students may also purchase textbooks from a source of their choice, but the ISBN must match. View Part-Time Program Booklist Learning outcomes represent culminating demonstrations of learning and achievement. In addition, learning outcomes are interrelated and cannot be viewed in isolation of one another. As such, they should be viewed as a comprehensive whole. They describe performances that demonstrate that significant integrated learning by graduates of the program has been achieved.",
