institution_name,prov_terr,record_id,member,url,Program,Credential,Campus,Duration,Description,WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/baking-pastry-management-winter/,Baking and Pastry Management (Winter),Ontario College Diploma,Progress Campus,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Centennial College's Baking and Pastry Arts Management program will build on fundamental baking and pastry arts skills to prepare you for a management role within the baking sector. Whether it's menu design, purchasing, planning or execution, baking management is an essential skill to convert your passion into business success.
In the Baking and Pastry Arts Management courses, you'll work in baking and pastry labs, including Centennial College's one-of-a-kind commercial bakeshop as well as an on-campus cafe, restaurant and event centre. In these real-world environments, you'll hone your skills before beginning a 14-week work-integrated learning opportunity with one of the College's industry partners.
You'll graduate with important industry certifications such as Smart Serve, Safe Food Handlers and CPR, making you job-ready.
Many graduates from this Baking and Pastry Arts program have secured employment within major hospitality brands in the hotel, resort and restaurant industries as well as within large-scale commercial baking companies.

It’s Your Shift Training and Awareness Program

This program will include an innovative industry training and awareness certification, It’s Your Shift. The certification will quip you with crucial knowledge and provides current resources focused on sexual harassment prevention and safe practices for intervention as a frontline worker or manager. It will support you, as you enter the hospitality industry, to become a leader for the prevention of sexual harassment and contribute to the evolution of safe and welcoming work environments.

The Ocean Wise Program

The School of Hospitality, Tourism and Culinary Arts and The Local Cafe and Restaurant use delicious and ocean-friendly Ocean Wise products. Ocean Wise is a conservation and education program that works with chefs, restaurants and seafood suppliers to help them with sustainable seafood sourcing.

Feast On® Certification

Centennial College's School of Hospitality, Tourism and Culinary Arts has become the first academic institution to receive Feast On® certification for its sourcing of local food and beverage products used in the academic programs and in the School's experiential-learning foodservice operations. The Culinary Tourism Alliance established Feast On Certification as a program that recognizes businesses committed to sourcing Ontario-grown and -produced food and drink.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/baking-skills/,Baking Skills,Ontario College Certificate,Progress Campus,1 year/ 2 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Please Note: Baking Skills is also offered online.

The Baking Skills program has been specifically designed to meet industry demands for professional bakers. Whether you aspire to work within a large company or want to pursue your own baking business, the fundamental baking skills you'll learn in this culinary arts program will get you there.
You'll hone the skills employers are looking for in Centennial College's baking and pastry labs, which include a one-of-a-kind commercial bake lab as well as a cafe, restaurant and event centre. From covering fine decorating and finishing skills to large quantity production techniques, this program will make you work-ready upon graduation. To further increase your employability, you'll leave the Baking Skills program with important industry certifications such as Smart Serve, Safe Food Handlers and CPR.
The commercial baking sector is one of the most expansive and dynamic industries in the world, with limitless career opportunities.

It’s Your Shift Training and Awareness Program

This program includes an innovative industry training and awareness certification, It’s Your Shift. The certification will equip you with crucial knowledge and provide current resources focused on sexual harassment prevention and safe practices for intervention as a frontline worker or manager. It will support you, as you enter the hospitality industry, to a become leader for the prevention of sexual harassment and contribute to the evolution of safe and welcoming work environments.

The Ocean Wise Program

The School of Hospitality, Tourism and Culinary Arts and The Local Cafe and Restaurant use delicious and ocean-friendly Ocean Wise products. Ocean Wise is a conservation and education program that works with chefs, restaurants and seafood suppliers to help them with sustainable seafood sourcing.

Feast On® Certification

Centennial College's School of Hospitality, Tourism and Culinary Arts has become the first academic institution to receive Feast On® certification for its sourcing of local food and beverage products used in the academic programs as well as for the school's experiential-learning foodservice operations. The Culinary Tourism Alliance established the Feast On certification program to recognize businesses committed to sourcing Ontario-grown and -produced food and drink.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/baking-skills-online/,Baking Skills (Online),Ontario College Certificate,Online,1 year/ 2 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Please Note: Baking Skills is also offered in person.

The Baking Skills program has been specifically designed to meet industry demands for professional bakers. Whether you aspire to work within a large company or want to pursue your own baking business, the fundamental baking skills you'll learn in this culinary arts program will get you there.
From covering fine decorating and finishing skills to large quantity production techniques, this program will make you work-ready upon graduation. To further increase your employability, you'll leave the Baking Skills program with important industry certifications such as Smart Serve, Safe Food Handlers and CPR.
The commercial baking sector is one of the most expansive and dynamic industries in the world, with limitless career opportunities.

It’s Your Shift Training and Awareness Program

This program includes an innovative industry training and awareness certification, It’s Your Shift. The certification will equip you with crucial knowledge and provide current resources focused on sexual harassment prevention and safe practices for intervention as a frontline worker or manager. It will support you, as you enter the hospitality industry, to a become leader for the prevention of sexual harassment and contribute to the evolution of safe and welcoming work environments.

The Ocean Wise Program

The School of Hospitality, Tourism and Culinary Arts and The Local Cafe and Restaurant use delicious and ocean-friendly Ocean Wise products. Ocean Wise is a conservation and education program that works with chefs, restaurants and seafood suppliers to help them with sustainable seafood sourcing.

Feast On® Certification

Centennial College's School of Hospitality, Tourism and Culinary Arts has become the first academic institution to receive Feast On® certification for its sourcing of local food and beverage products used in the academic programs as well as for the school's experiential-learning foodservice operations. The Culinary Tourism Alliance established the Feast On certification program to recognize businesses committed to sourcing Ontario-grown and -produced food and drink.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/biomedical-engineering-technology-fast-track/,Biomedical Engineering Technology (Fast-Track) (Optional Co-op),Ontario College Advanced Diploma,Progress Campus,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            The Biomedical Engineering Technology (Fast Track) program will be beneficial if you have a college or university electronics background. Your past education will allow you direct admission into the second year (third semester) of this three-year diploma program to receive an advanced diploma in two years (four semesters).

The Biomedical Engineering Technology courses, which are facilitated through the School of Engineering Technology and Applied Science, combine engineering with medicine. You'll use technical problem-solving skills while learning about biomedical engineering principles, among which will be:

Electronics
	Computers
	Embedded microcontrollers
	Chemistry
	Biology
	Medicine
	Health
	Product engineering in the design of medical equipment, rehabilitation and health improvement devices
The merger between the biomedical equipment industry, engineering and scientific disciplines has seen innovations within the health care system that require qualified professionals in biomedical engineering. The program continuously evolves to reflect the ever-growing innovations in the industry, upgrading its curriculum to do so. As a Biomedical Engineering Technology graduate, you'll be in demand! 
                        ",Biomedical Capstone Project
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/biomedical-engineering-technology/,Biomedical Engineering Technology (Optional Co-op),Ontario College Advanced Diploma,Progress Campus,3 years/ 6 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Centennial College's Biomedical Engineering Technology program has been designed to meet the need for qualified professionals caused by the merger between the biomedical equipment industry and the engineering and scientific disciplines. These collaborations have created beneficial innovations for both health care and society, and require the industry to meet the challenge of offering a range of quality products. Artificial organs, prostheses and medical instruments wouldn't exist without biomedical engineering.

Providing an optimum balance between theory and hands-on labs, this engineering program will cover various principles in the design of medical equipment, rehabilitation and health improvement devices. Among them will be: 

Electronics
	Microcontrollers
	Computers
	Engineering
	Chemical
	Biology
	Medicine
The technical problem-solving skills you'll gain will prepare you for a challenging career. 

Please note: Qualified college or university graduates with a background in electronics can gain direct admission into Semester 3 of this three-year program and receive their Biomedical Engineering Technology advanced diploma in four semesters (program #3427) or four semesters plus two work terms with the co-op option (program #3437).
                        ",Biomedical Capstone Project
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/biotechnology/,Biotechnology,Ontario College Diploma,Morningside Campus,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Centennial College's Biotechnology program will prepare you to work as a laboratory technician (in quality control and quality assurance) in the food, pharmaceutical and cosmetic industries.

Biotechnology courses will provide practical application in industrial microbiology as well as chemistry (analytical), organic chemistry and biochemistry. Laboratory techniques, including appropriate safety procedures, will be extensively highlighted.

A special feature of this applied science program is its project-based approach, with independently-designed microbiology projects that will enhance your problem-solving and research skills.

You'll learn to:

Isolate, enumerate and identify microorganisms from many types of samples (water, soil, air, the body, food, and pharmaceutical and cosmetic products);
	Prepare specimens for staining and become an expert light-microscopist;
	Become proficient in aseptic handling of materials;
	Accurately calibrate and use a range of instruments such as pH and BOD meters, gas chromatographs, spectrophotometers (regular/IR/UV) and HPLCs;
	Prepare microbiological media and reagents and culture pathogenic microbes;
	Design and perform your own microbiology experiments;
	Use microorganisms to assay pharmaceutical products.
You may graduate in two years as a biotechnician or continue into a third year to study specialized topics such as advanced biotechnology and microbial genetics or systematic microbiology. With the third year of study, you'll graduate from the Biotechnology – Advanced offering.

Awards: The Biotechnology program is a repeat recipient of the Centennial College President's Academic Program Recognition Award for Outstanding Student Satisfaction.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/biotechnology-fast-track/,Biotechnology (Fast-Track),Ontario College Diploma,Morningside Campus,1 year/ 2 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Centennial College's Biotechnology Fast-Track program was created for qualified college or university graduates wishing to receive a diploma in one year (two semesters). By gaining direct admission into the second year (third semester) of the two-year Biotechnology program, you'll be trained to work as a laboratory technician for the food, pharmaceutical and cosmetic industries.

This program will offer detailed practical training in microbiology and chemistry (analytical, organic and biochemistry). Laboratory techniques including aseptic technique and appropriate safety procedures will be extensively highlighted. A special feature of this diploma program is its project-focused approach, with independently designed microbiology projects that will enhance your problem-solving and research skills.

You'll learn to:

Isolate, enumerate and identify microorganisms from many types of samples (water, soil, air, the human body, food, and pharmaceutical and cosmetic products);
	Prepare specimens for staining, becoming an expert light-microscopist;
	Become proficient in aseptic handling of materials;
	Accurately calibrate and use a range of instruments such as pH and BOD meters, gas chromatographs, spectrophotometers (regular/IR/UV) and HPLCs;
	Prepare microbiological media and reagents, and culture pathogenic microbes;
	Design and perform your own microbiology experiments;
	Use microorganisms to assay pharmaceutical products;
You'll have the option of graduating as a biotechnician in one year or continuing for a second year to study specialized topics such as microbial genetics, systematic microbiology and environmental microbiology to graduate with an Advanced Biotechnology diploma.

Award: The Biotechnology program is a repeat recipient of the Centennial College President's Academic Program Recognition Award for outstanding student satisfaction.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/biotechnology-advanced-fast-track/,Biotechnology - Advanced (Fast-Track) (Optional Co-op),Ontario College Advanced Diploma,Morningside Campus,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Centennial College's Biotechnology - Advanced Fast-Track program sees qualified college or university graduates gain direct admission into Year 2 (Semester 3) of the three-year Biotechnology program and receive their technologist advanced diploma in two years (four semesters).

In the Biotechnology - Advanced (Fast Track) courses, you'll learn the scientific principles, techniques and skills to work in industrial microbiology and chemistry. Specialized study in biotechnology applications, biochemistry, microbial genetics, and clinical and environmental microbiology will also be included.

Your opportunity to understand theory and gain technical practice will be combined with many opportunities for you to enhance your experience. Additionally, project work, in consultation with faculty, will help you to further develop your skills in research, laboratory techniques, report writing and presentation.

You'll learn to:

Perfect your aseptic techniques;
	Isolate, enumerate and identify microorganisms from many types of samples (the human body, water, soil, air, food, and pharmaceutical and cosmetic products);
	Accurately calibrate and use a range of instruments such as pH and BOD meters, gas chromatographs, spectrophotometers (regular/IR/UV), HPLCs, centrifuges, PCR thermocyclers and gel electrophoresis equipment;
	Prepare microbiological media and reagents;
	Culture pathogenic microbes;
	Design and perform advanced microbiology and microbial genetics experiments;
	Use microorganisms to assay pharmaceutical products.
",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/biotechnology-advanced/,Biotechnology - Advanced (Optional Co-op),Ontario College Advanced Diploma,Morningside Campus,3 years/ 6 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            This Biotechnology - Advanced program will prepare you with the scientific principles, techniques and skills required in industrial microbiology and chemistry. In this applied science program, you'll also study biotechnology applications, biochemistry, microbial genetics, and clinical and environmental microbiology.

Your Biotechnology - Advanced courses will teach you to: 

Isolate, enumerate and identify microorganisms from many types of samples;
	Accurately calibrate and use instruments such as pH and BOD meters, gas chromatographs, spectrophotometers, HPLCs, centrifuges, PCR thermocyclers and gel electrophoresis equipment;
	Prepare media and reagents to culture pathogenic microbes;
	Design and perform advanced microbiology and microbial genetics experiments;
	Isolate DNA and perform gel electrophoresis and polymerase chain reaction (PCR) on samples.
",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/bookkeeping/,Bookkeeping,Ontario College Certificate,Progress Campus,1 year/ 2 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            The two-semester Bookkeeping program at Centennial College will allow you to earn a certificate that will serve as a pathway to the Certified Bookkeeper designation from the Canadian Institute of Bookkeeping (CIB). Membership in the CIB will open the door to a variety of positions, including bookkeeper, accounts receivable/payable supervisor, payroll administrator and office manager.

Once you complete this certificate program, you'll also be eligible to transfer, with credits, into Centennial's two-or three-year Accounting programs to earn a diploma or advanced diploma.

Learning Outcomes

You'll gain the know-how to:

Complete bookkeeping functions within the accounting cycle, including accounts receivables, payables, inventory, and payroll processing using relevant software and operating systems;
	Apply general accepted accounting principles to produce financial statements and reports for proprietorships, partnerships and corporations;
	Prepare individual income tax returns in compliance with relevant legislation and regulations using tax preparation software;
	Develop a plan to support the management needs of the bookkeeping function, including planning, forecasting, budgeting, cost and revenue management;
	Use spreadsheet and database programs, such as Excel and Access, to create and produce reports for business analysis identification of trends and decision-making.
",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/bridging-to-university-nursing/,Bridging to University Nursing,Ontario College Graduate Certificate,Morningside Campus,1 year/ 2 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Bridging to University Nursing is a two-semester graduate certificate program that will help registered practical nurses (RPNs) bridge to a degree in nursing.

This nursing program's curriculum is based on the College of Nurses' of Ontario Standards of Practice for Nursing and Entry to Practice Competencies for Ontario Registered Nurses. It will aim to provide a solid foundation for nursing practice by emphasizing ethics and professional practice, health assessment, skill mastery, and caring for clients with acute and chronic illness.

An exciting and unique aspect of this health program will be its focus on caring for individuals, groups, and communities in acute care, mental health and community settings.

To ensure you're prepared for the field, this School of Community and Health Studies program will give you opportunities to apply theoretical knowledge in clinical settings under the direction, facilitation and guidance of faculty.

Program Highlights

Evidence-based practices will be threaded through the program's delivery.
	As part of the Bridging to University Nursing program, you'll gain an understanding of nursing knowledge acquisition, and how to utilize and apply research to complex client care situations.
	The School of Community and Health Studies houses a well-equipped nursing lab that will be available for independent and self-directed practice.
	Opportunities will exist, during labs and clinical experiences, to develop communication and leadership skills at an advanced level.
	Clinical placement will allow you to partake in networking opportunities.
	The needs of adult and English-as-a-second-language students will be supported.
	The certificate that's earned will provide evidence of reflective, competent and up-to-date practice.
When you complete the Bridging to University Nursing program, you'll have the ability to:

Apply general skills that will facilitate the practice of nursing, ongoing learning and self-development, including effective communication and interpersonal skills;
	Demonstrate scholarly writing;
	Apply decision-making models that reflect critical thinking and self-reflection;
	Appropriately assess knowledge using research outcomes;
	Acquire basic technological literacy skills;
	Understand self and society and its institutions to assume a role as a responsible citizen;
	Practice from a primary health care perspective with multicultural client populations;
	Provide nursing care to clients in complex health care situations.
Notes:

The Bridging to University Nursing program doesn't accept transfer credits for ANY nursing courses obtained through your Practical Nursing (PN) education. This post-diploma specialty program is designed to build on prior learning obtained through your PN program.
	When you graduate, you may apply to a post-diploma PN to BScN Program (e.g., at Ryerson University). Please check the University website for current admission requirements.
",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/bridging-to-university-nursing-flexible/,Bridging to University Nursing - Flexible,Ontario College Graduate Certificate,Morningside Campus,1 year/ 3 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Bridging to University Nursing – Flexible is a three-semester graduate certificate program that will give registered practical nurses (RPNs) the opportunity to bridge to a degree in nursing.

While this health program will feature the same curriculum as the full-time Bridging to University Nursing program, it will also offer fall and winter intakes. The fall intake doesn't run during the summer, while the winter intake runs three consecutive semesters.

This nursing program's curriculum is based on the College of Nurses' of Ontario (CNO) Standards of Practice for Nursing and Entry to Practice Competencies for Ontario Registered Nurses. Its aim — by emphasizing ethics and professional practice, health assessment, skill mastery and caring for clients with acute and chronic illness — will be to provide a solid foundation for nursing practice. An exciting and unique aspect will be the program's focus on caring for individuals, groups and communities in acute care, mental health and community settings.

To ensure you're prepared for the field, this School of Community and Health Studies program will provide you with opportunities to apply theoretical knowledge in clinical settings under the direction, facilitation and guidance of faculty.

Program Highlights

Evidence-based practices will be threaded throughout the delivery of the program.
	As part of the Bridging to University Nursing program, you'll gain an understanding of nursing knowledge acquisition, and how to use and apply research to complex client care situations.
	The School of Community and Health Studies houses a well-equipped nursing lab that will be available for independent and self-directed practice.
	Opportunities, during applied labs and clinical experiences, will help you to develop communication and leadership skills at an advanced level.
	Clinical placement will expose you to employment networking opportunities.
	The needs of adult and English-as-a-second-language students will be supported.
	The certificate will provide evidence of reflective, competent and up-to-date practice.
When you complete the Bridging to University Nursing program, you'll have the ability to:

Apply general skills that will facilitate the practice of nursing, ongoing learning and self-development, including effective communication and interpersonal skills.
	Demonstrate scholarly writing;
	Apply decision-making models that reflect critical thinking and self-reflection;
	Appropriately assess knowledge using research outcomes;
	Acquire basic technological literacy skills;
	Understand self and society and its institutions to assume a role as a responsible citizen;
	Practice from a primary health care perspective with multicultural client populations;
	Provide nursing care to clients in complex health care situations.
Notes:

The Bridging to University Nursing program doesn't accept transfer credits for ANY Nursing courses obtained through your Practical Nursing (PN) education. This post-diploma specialty program is designed to build on prior learning obtained through your PN program.
	Upon completion, you may apply to a post-diploma PN to BScN program (e.g., with Ryerson University). Please check the University website for current admission requirements.
",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/bridging-to-university-nursing-ien/,Bridging to University Nursing - IEN,Ontario College Graduate Certificate,Morningside Campus,1 year/ 2 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Bridging to University Nursing - IEN is a two-semester program for internationally educated nurses who must fill theoretical or practical gaps in their learning, as identified by the College of Nurses of Ontario (CNO). This graduate certificate program is also accessible to domestic graduates who require an updated education or practice to reinstate their registration as a nurse with the CNO.

The curriculum of this nursing program is based on the CNO's Standards of Practice for Nursing and Entry to Practice Competencies for Ontario Registered Nurses. Its aim is to provide a solid foundation for nursing practice by focusing on ethics and professional practice, health assessment, skill mastery, and caring for clients with acute and chronic illness. An emphasis on caring for individuals, groups and communities in acute care, mental health and community settings will add an exciting and unique aspect to this health care program. 

To ensure you're prepared for the field, this School of Community and Health Studies program will provide you with opportunities to apply theoretical knowledge in clinical settings under the direction, facilitation and guidance of faculty.

Program Highlights

Evidence-based practices will be threaded throughout the delivery of the program.
	As part of the Bridging to University Nursing program, you'll gain an understanding of nursing knowledge acquisition, and how to use and apply research to complex client care situations.
	The School of Community and Health Studies houses a well-equipped nursing lab that will be available for independent and self-directed practice.
	During applied labs and clinical experiences, opportunities will exist to develop communication and leadership skills at an advanced level.
	Clinical placement will allow you to network.
	The needs of adult and English-as-a-second-language students will be supported.
	The certificate that is earned will provide evidence of reflective, competent and up-to-date practice.
When you complete the Bridging to University Nursing program, you'll have the ability to:

Apply general skills that will facilitate the practice of nursing, ongoing learning and self-development, including effective communication and interpersonal skills;
	Demonstrate scholarly writing;
	Apply decision-making models that reflect critical thinking and self-reflection;
	Appropriately assess knowledge using research outcomes;
	Acquire basic technological literacy skills;
	Understand self and society and its institutions to assume a role as a responsible citizen;
	Practice from a primary health care perspective with multicultural clients;
	Provide nursing care to clients in complex health care situations.
 
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/radio-television-film-digital-media/,"Broadcasting - Radio, Television, Film & Digital Media",Ontario College Advanced Diploma,Story Arts Centre,3 years/ 6 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            In the Broadcasting - Radio, Television, Film & Digital Media program, you'll be trained in both the traditional skills of storytelling for the motion picture, television and radio industries as well as multiplatform digital production.

This media program, offered through Centennial College's School of Communications, Media, Arts and Design, will prepare you with the creative and technical skills to succeed in the time-based media industry. You'll learn to develop and create original story content as well as to prepare, manage and carry out the production process to realize a creative vision.

In this advanced diploma program, you'll:

Develop a balance between the industry's artistic and commercial aspects, and be exposed to a variety of industry practices and players;
	Study and practice techniques for effective storytelling in fictional and non-fictional genres as well as client-based and live-to-air productions;
	Gain technical experience with HD broadcasting studios, digital film, television and multiplatform production;
	Participate in, create and contribute to a wide range of student films, digital video productions, and weekly television and multiplatform productions;
	Complete an advanced body of produced work for a professional portfolio;
	Spend 14 weeks in a full-time industry field placement.
Program Highlights

For more than 30 years, the Broadcasting - Radio, Television, Film & Digital Media program has been training some of Canada's best writers, directors, producers, production crew members, and studio executives for the broadcasting and film industry in Toronto and abroad.
	You'll gain access to digital HD broadcast studios, equipment and systems at the Story Arts Centre, home to the School of Communications, Media, Arts and Design.
	The hands-on experience you'll gain will complement your education and is one of the keys to post-graduate success.
	The advanced diploma you earn will reflect high standards of learning.
 



To support your learning, this program requires you to have access to a mobile computing device that meets minimum hardware requirements.

Please visit the BringIT page for more information on the requirements for your program.
                        ",Field Placement
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/business/,Business,Ontario College Diploma,Progress Campus,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Please note: Business is also offered online.

The Business program is for students interested in obtaining an education in multiple business disciplines or developing a foundation for an area of specialty, are well-organized, can effectively work under tight timelines, and enjoy teamwork, using computer applications and working in an office environment.

Students will gain knowledge and skills in contemporary concepts, theories and business practices that are related to the functional areas of business: accounting, finance, human resources, marketing and operations. To ensure students ready for the modern business environment, they learn the essential business skills of effective communication, customer service, teamwork, using technology, demonstrating positive attitudes and behaviours, being adaptable and responsible, problem solving and continuously learning.

Accreditation

Canadian Professional Sales Association (CPSA)

Courses within the Business program may map to the Canadian Professional Sales Association (CPSA) competency framework. As a graduate of the Business program, you'll be able to submit an application to the CPSA through the Student Program for a Professional Sales Certificate. For more information regarding CPSA certification, please visit the ​Canadian Professional Sales Association website.

Microsoft Office Specialist (MOS) Certification

If you successfully complete the COMP106 and/or COMP126 course(s) at Progress Campus, you'll have an opportunity to acquire the MOS credential. The Business School operates a Certiport Authorized Test Center for students, graduates, employees or community members who may elect to pursue MOS certification. For more information regarding MOS certification, please contact your success advisor or visit the Centennial College Certiport Authorized Test Center.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/business-online/,Business (Online),Ontario College Diploma,Online,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Please note: Business is also offered in-class.

The Business program is for students interested in obtaining an education in multiple business disciplines or developing a foundation for an area of specialty, are well-organized, and can effectively work under tight timelines.

Students will gain knowledge and skills in contemporary concepts, theories and business practices that are related to the functional areas of business: accounting, finance, human resources, marketing and operations. To ensure students are ready for the modern business environment, they learn the essential business skills of effective communication, customer service, teamwork, using technology, demonstrating positive attitudes and behaviours, being adaptable and responsible, problem solving and continuously learning.

Accreditation

Canadian Professional Sales Association (CPSA)

Courses within the Business program may map to the Canadian Professional Sales Association (CPSA) competency framework. As a graduate of the Business program, you'll be able to submit an application to the CPSA through the Student Program for a Professional Sales Certificate. For more information regarding CPSA certification, please visit the ​Canadian Professional Sales Association website.

Microsoft Office Specialist (MOS) Certification

If you successfully complete the COMP106 and/or COMP126 course(s) at Progress Campus, you'll have an opportunity to acquire the MOS credential. The Business School operates a Certiport Authorized Test Center for students, graduates, employees or community members who may elect to pursue MOS certification. For more information regarding MOS certification, please contact your success advisor or visit the Centennial College Certiport Authorized Test Center.
                        ",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/business-accounting-online/,Business - Accounting (Online),Ontario College Diploma,Online,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Please note: Business – Accounting is also offered in-class.

Centennial College's Business – Accounting program was created for students seeking excellent accounting-related training in a short time frame.

In this two-year Business School program, you'll learn the basics of accounting through a rigorous curriculum that will focus on expanding employable skills. While this business program will include the quality features of all Centennial College accounting programs, it will concentrate on building proficiency in financial and managerial accounting and on fostering in-depth knowledge of accounting software. Because they're essential for career success, communication and analytical skills will also be emphasized.

As a graduate of this diploma program, you'll be able to look forward to rewarding employment opportunities in a wide range of business sectors.

Program Highlights

In the Business – Accounting program, you'll build the strong foundation of skills necessary for pursuing a profession in accounting.
	Professors in The Business School have strong academic backgrounds, deep subject matter expertise, and extensive business and management experience.
	
	Your transition into the workplace will be made easy with training in industry-standard accounting software, including QuickBooks and Sage ACCPAC ERP.
",WIL
Centennial College of Applied Arts and Technology,Ontario,2e7f4492-aab5-e711-8111-c4346bac2a20,TRUE,https://www.centennialcollege.ca/programs-courses/full-time/business-international-business/,Business - International Business,Ontario College Diploma,Progress Campus,2 years/ 4 semesters,"
                            
                            Program Overview

                            
                                Program Overview
                                
                                    Printer Friendly
                                
                            
                            Please note: Business – International Business is also offered online.

After just two years in the Centennial College Business – International Business program, you'll be prepared for the global workplace.

This International Business program will provide you with general foundational knowledge as well as specialized international business training. The first two semesters will cover key concepts needed to build a successful business career. The final two semesters will feature specific international business courses, which will ensure you meet industry demands.

The intensive business courses will cover topics such as processing customs compliance documents, assisting in the transportation of goods to and from locations throughout the world, and taking on a support role in the marketing and sale of Canadian goods in the global marketplace.
                        ",WIL
